12-Jun-2020;;;;;;;;;;;;;;;
iShares MSCI Emerging Markets Asia ETF;;;;;;;;;;;;;;;
Inception Date;Feb 08, 2012;;;;;;;;;;;;;;
Fund Holdings as of;Jun 12, 2020;;;;;;;;;;;;;;
Number of Securities (excluding cash and derivatives);892.00;;;;;;;;;;;;;;
Shares Outstanding;7,250,000.00;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Ticker;Name;Asset Class;Weight (%);Price;Shares;Market Value;Notional Value;Sector;SEDOL;ISIN;Exchange;Location;Currency;Market Currency;FX Rate
390;CHINA RAILWAY GROUP LTD H;Equity;0,05;0,54;439 000,00;235 640,83;235 640,83;Industrials;B297KM7;CNE1000007Z2;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
071050;KOREA INVESTMENT HOLDINGS LTD;Equity;0,05;43,53;5 316,00;231 399,24;231 399,24;Financials;6654586;KR7071050009;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
RHBBANK;RHB BANK;Equity;0,05;1,17;197 362,00;231 238,43;231 238,43;Financials;6244675;MYL1066OO009;Bursa Malaysia;Malaysia;USD;MYR;4,27
6862;HAIDILAO INTERNATIONAL HOLDING LTD;Equity;0,05;4,51;51 000,00;229 990,58;229 990,58;Consumer Discretionary;BGN9715;KYG4290A1013;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
601398;INDUSTRIAL AND COMMERCIAL BANK OF;Equity;0,05;0,74;310 200,00;228 606,68;228 606,68;Financials;BP3R217;CNE000001P37;Shanghai Stock Exchange;China;USD;CNY;7,07
600000;SHANGHAI PUDONG DEVELOPMENT BANK L;Equity;0,05;1,49;153 400,00;228 483,29;228 483,29;Financials;BP3R2B7;CNE0000011B7;Shanghai Stock Exchange;China;USD;CNY;7,07
HAVELLS;HAVELLS INDIA LTD;Equity;0,05;7,27;31 240,00;227 198,13;227 198,13;Industrials;BQGZWP9;INE176B01034;National Stock Exchange Of India;India;USD;INR;75,85
696;TRAVELSKY TECHNOLOGY LTD H;Equity;0,05;2,04;111 000,00;226 293,85;226 293,85;Information Technology;6321954;CNE1000004J3;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
002475;LUXSHARE PRECISION INDUSTRY LTD A;Equity;0,05;7,69;29 340,00;225 752,85;225 752,85;Information Technology;BD5CN80;CNE100000TP3;Shenzhen Stock Exchange;China;USD;CNY;7,07
177;JIANGSU EXPRESSWAY LTD H;Equity;0,05;1,19;190 000,00;225 790,63;225 790,63;Industrials;6005504;CNE1000003J5;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
3360;FAR EAST HORIZON LTD;Equity;0,05;0,89;255 000,00;225 713,22;225 713,22;Financials;B63DLB5;HK0000077468;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
BH.R;BUMRUNGRAD HOSPITAL NON-VOTING DR;Equity;0,05;3,84;58 700,00;225 495,92;225 495,92;Health Care;B0166J7;TH0168010R13;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
1530;3SBIO INC;Equity;0,05;1,27;177 500,00;225 135,80;225 135,80;Health Care;BY9D3L9;KYG8875G1029;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
3383;AGILE GROUP HOLDINGS LTD;Equity;0,05;1,17;192 000,00;223 955,82;223 955,82;Real Estate;B0PR2F4;KYG011981035;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
392;BEIJING ENTERPRISES HOLDINGS LTD;Equity;0,05;3,44;65 000,00;223 513,24;223 513,24;Utilities;6081690;HK0392044647;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
WB;WEIBO ADR REPRESENTING CORP;Equity;0,05;32,47;6 792,00;220 536,24;220 536,24;Communication;BLLJ4H7;US9485961018;NASDAQ;China;USD;USD;1,00
GENM;GENTING MALAYSIA;Equity;0,05;0,61;359 800,00;219 210,31;219 210,31;Consumer Discretionary;B1VXKN7;MYL4715OO008;Bursa Malaysia;Malaysia;USD;MYR;4,27
PETDAG;PETRONAS DAGANGAN;Equity;0,05;5,16;42 500,00;219 097,83;219 097,83;Energy;6695938;MYL5681OO001;Bursa Malaysia;Malaysia;USD;MYR;4,27
152;SHENZHEN INTERNATIONAL HOLDINGS LT;Equity;0,05;1,67;131 000,00;219 062,98;219 062,98;Industrials;BJVBTY1;BMG8086V1467;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
6881;CHINA GALAXY SECURITIES LTD H;Equity;0,05;0,50;434 500,00;217 527,52;217 527,52;Financials;B92NYF2;CNE100001NT6;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2196;SHANGHAI FOSUN PHARMACEUTICAL (GRO;Equity;0,05;3,34;65 000,00;217 223,00;217 223,00;Health Care;B8XBQ96;CNE100001M79;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
8464;NIEN MADE ENTERPRISE LTD;Equity;0,05;9,44;23 000,00;217 105,48;217 105,48;Consumer Discretionary;BSZLN15;TW0008464009;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
PMETAL;PRESS METAL ALUMINIUM HOLDINGS;Equity;0,05;1,08;199 700,00;216 663,39;216 663,39;Materials;BF0J5S4;MYL8869OO009;Bursa Malaysia;Malaysia;USD;MYR;4,27
018880;HANON SYSTEMS;Equity;0,05;8,47;25 496,00;216 031,90;216 031,90;Consumer Discretionary;B00LR01;KR7018880005;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
086280;HYUNDAI GLOVIS LTD;Equity;0,04;91,38;2 359,00;215 559,06;215 559,06;Industrials;B0V3XR5;KR7086280005;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
916;CHINA LONGYUAN POWER GROUP CORP LT;Equity;0,04;0,54;394 000,00;214 028,21;214 028,21;Utilities;B4Q2TX3;CNE100000HD4;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
009830;HANWHA CHEMICAL;Equity;0,04;15,37;13 922,00;213 953,31;213 953,31;Materials;6407768;KR7009830001;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
TOP.R;THAI OIL NON-VOTING DR PCL;Equity;0,04;1,44;148 300,00;213 036,88;213 036,88;Energy;B030K62;TH0796010R11;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
601288;AGRICULTURAL BANK OF CHINA LTD A;Equity;0,04;0,48;445 500,00;212 589,12;212 589,12;Financials;BP3R228;CNE100000RJ0;Shanghai Stock Exchange;China;USD;CNY;7,07
552;CHINA COMMUNICATIONS SERVICES CORP;Equity;0,04;0,65;326 000,00;212 423,07;212 423,07;Industrials;B1HVJ16;CNE1000002G3;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2385;CHICONY ELECTRONICS LTD;Equity;0,04;2,87;73 518,00;210 667,50;210 667,50;Information Technology;6140579;TW0002385002;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
HINDPETRO;HINDUSTAN PETROLEUM CORP LTD;Equity;0,04;2,78;75 577,00;210 084,18;210 084,18;Energy;6100476;INE094A01015;National Stock Exchange Of India;India;USD;INR;75,85
1359;CHINA CINDA ASSET MANAGEMENT LTD H;Equity;0,04;0,19;1 107 000,00;209 970,19;209 970,19;Financials;BGY6SV2;CNE100001QS1;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
RATCH.R;RATCH GROUP PCL NVDR;Equity;0,04;2,15;97 700,00;209 734,48;209 734,48;Utilities;6362771;TH0637010R17;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
8299;PHISON ELECTRONICS CORP;Equity;0,04;9,51;22 000,00;209 149,45;209 149,45;Information Technology;6728469;TW0008299009;Gretai Securities Market;Taiwan;USD;TWD;29,66
1186;CHINA RAILWAY CONSTRUCTION CORP LT;Equity;0,04;0,88;236 500,00;209 032,79;209 032,79;Industrials;B2PFVH7;CNE100000981;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
GGRM;GUDANG GARAM;Equity;0,04;3,33;62 200,00;207 260,15;207 260,15;Consumer Staples;6366999;ID1000068604;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
081660;FILA HOLDINGS;Equity;0,04;31,69;6 412,00;203 204,69;203 204,69;Consumer Discretionary;B66CTX7;KR7081660003;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
KBANK.R;KASIKORNBANK PUBLIC NON-VOTING DR;Equity;0,04;3,47;58 500,00;203 010,25;203 010,25;Financials;6364766;TH0016010R14;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
2883;CHINA OILFIELD SERVICES LTD H;Equity;0,04;0,95;214 000,00;202 399,97;202 399,97;Energy;6560995;CNE1000002P4;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2354;FOXCONN TECHNOLOGY LTD;Equity;0,04;1,81;111 521,00;202 266,45;202 266,45;Information Technology;6801779;TW0002354008;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
BJC.R;BERLI JUCKER NON-VOTING DR PCL;Equity;0,04;1,35;149 000,00;200 815,11;200 815,11;Consumer Staples;6360162;TH0002010R14;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
MTC.R;MUANGTHAI CAPITAL ORS NON-VOTING D;Equity;0,04;1,86;107 300,00;200 034,70;200 034,70;Financials;BSNLDQ2;TH6068010R19;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
AMBUJACEM;AMBUJA CEMENTS LTD;Equity;0,04;2,55;78 303,00;199 957,70;199 957,70;Materials;B09QQ11;INE079A01024;National Stock Exchange Of India;India;USD;INR;75,85
TRUE.R;TRUE CORPORATION NON-VOTING DR PCL;Equity;0,04;0,12;1 671 205,00;199 611,28;199 611,28;Communication;6363923;TH0375010R14;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
NAUKRI;INFO EDGE INDIA LTD;Equity;0,04;37,18;5 348,00;198 860,08;198 860,08;Communication;B1685L0;INE663F01024;National Stock Exchange Of India;India;USD;INR;75,85
000002;CHINA VANKE LTD A;Equity;0,04;3,63;54 700,00;198 548,23;198 548,23;Real Estate;BD5CPW8;CNE0000000T2;Shenzhen Stock Exchange;China;USD;CNY;7,07
867;CHINA MEDICAL SYSTEM HOLDINGS LTD;Equity;0,04;1,15;172 000,00;197 520,03;197 520,03;Health Care;B6WY993;KYG211081248;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2689;NINE DRAGONS PAPER HOLDINGS LTD;Equity;0,04;0,93;213 000,00;197 056,81;197 056,81;Materials;B0WC2B8;BMG653181005;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
028050;SAMSUNG ENGINEERING LTD;Equity;0,04;10,34;18 997,00;196 471,71;196 471,71;Industrials;6765239;KR7028050003;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
INTP;INDOCEMENT TUNGGAL PRAKARSA;Equity;0,04;0,86;225 900,00;194 562,65;194 562,65;Materials;6454861;ID1000061302;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
047810;KOREA AEROSPACE INDUSTRIES LTD;Equity;0,04;20,68;9 403,00;194 496,34;194 496,34;Industrials;B3N3363;KR7047810007;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
JOBS;51JOB ADR REPRESENTING INC;Equity;0,04;65,94;2 939,00;193 797,66;193 797,66;Industrials;B02TT74;US3168271043;NASDAQ;China;USD;USD;1,00
078930;GS HOLDINGS;Equity;0,04;31,32;6 184,00;193 667,39;193 667,39;Energy;B01RJV3;KR7078930005;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
2869;GREENTOWN SERVICE GROUP LTD;Equity;0,04;1,27;152 000,00;192 988,48;192 988,48;Industrials;BD20C13;KYG410121084;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
3319;A-LIVING SERVICES LTD H;Equity;0,04;5,32;36 250,00;192 941,06;192 941,06;Industrials;BFWK4M2;CNE100002RY5;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
004020;HYUNDAI STEEL;Equity;0,04;18,90;10 176,00;192 311,02;192 311,02;Materials;6461850;KR7004020004;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
GENTING;GENTING;Equity;0,04;1,03;184 700,00;190 867,49;190 867,49;Consumer Discretionary;B1VXJL8;MYL3182OO002;Bursa Malaysia;Malaysia;USD;MYR;4,27
GLO;GLOBE TEL INC;Equity;0,04;44,18;4 315,00;190 631,81;190 631,81;Communication;6284864;PHY272571498;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
IVL.R;INDORAMA VENTURES NON-VOTING DR PC;Equity;0,04;0,93;204 800,00;190 073,44;190 073,44;Materials;B5KZ7P3;TH1027010R10;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
220;UNI-PRESIDENT LTD;Equity;0,04;1,01;188 000,00;189 938,19;189 938,19;Consumer Staples;B29MKF5;KYG9222R1065;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
SRTRANSFIN;SHRIRAM TRANSPORT FINANCE COMPANY;Equity;0,04;9,02;20 934,00;188 882,76;188 882,76;Financials;6802608;INE721A01013;National Stock Exchange Of India;India;USD;INR;75,85
3898;ZHUZHOU CRRC TIMES ELECTRIC LTD H;Equity;0,04;2,79;67 600,00;188 405,31;188 405,31;Industrials;B1L3XL6;CNE1000004X4;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
024110;INDUSTRIAL BANK OF KOREA;Equity;0,04;7,14;26 390,00;188 312,10;188 312,10;Financials;6462972;KR7024110009;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
161390;HANKOOK TIRE & TECHNOLOGY LTD;Equity;0,04;19,65;9 582,00;188 249,13;188 249,13;Consumer Discretionary;B7T5KQ0;KR7161390000;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
QL;QL RESOURCES;Equity;0,04;2,15;87 300,00;187 999,30;187 999,30;Consumer Staples;B00G234;MYL7084OO006;Bursa Malaysia;Malaysia;USD;MYR;4,27
TATASTEEL;TATA STEEL LTD;Equity;0,04;4,19;44 779,00;187 492,97;187 492,97;Materials;6101156;INE081A01012;National Stock Exchange Of India;India;USD;INR;75,85
006360;GS ENGINEERING & CONSTRUCTION CORP;Equity;0,04;22,26;8 363,00;186 184,08;186 184,08;Industrials;6537096;KR7006360002;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
600030;CITIC SECURITIES LTD A;Equity;0,04;3,19;58 200,00;185 780,52;185 780,52;Financials;BP3R2J5;CNE000001DB6;Shanghai Stock Exchange;China;USD;CNY;7,07
2777;GUANGZHOU R&F PROPERTIES LTD H;Equity;0,04;1,15;160 800,00;185 695,67;185 695,67;Real Estate;B19H8Y8;CNE100000569;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
753;AIR CHINA LTD H;Equity;0,04;0,66;280 000,00;184 616,97;184 616,97;Industrials;B04KNF1;CNE1000001S0;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
285;BYD ELECTRONIC (INTERNATIONAL) LTD;Equity;0,04;2,05;90 000,00;184 642,78;184 642,78;Information Technology;B29SHS5;HK0285041858;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2344;WINBOND ELECTRONICS CORP;Equity;0,04;0,45;413 000,00;184 480,67;184 480,67;Information Technology;6966515;TW0002344009;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
694;BEIJING CAPITAL INTERNATIONAL AIRP;Equity;0,04;0,69;266 000,00;183 966,66;183 966,66;Industrials;6208422;CNE100000221;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
4;WHARF (HOLDINGS) LTD;Equity;0,04;2,02;91 000,00;183 406,67;183 406,67;Real Estate;6435576;HK0004000045;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
SIME;SIME DARBY;Equity;0,04;0,52;349 400,00;183 399,18;183 399,18;Industrials;B29TTR1;MYL4197OO009;Bursa Malaysia;Malaysia;USD;MYR;4,27
128940;HANMI PHARM LTD;Equity;0,04;213,91;855,00;182 889,60;182 889,60;Health Care;B613DJ9;KR7128940004;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
004170;SHINSEGAE INC;Equity;0,04;191,89;952,00;182 681,51;182 681,51;Consumer Discretionary;6805049;KR7004170007;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
002415;HANGZHOU HIKVISION DIGITAL TECHNOL;Equity;0,04;4,07;44 600,00;181 470,26;181 470,26;Information Technology;BD5CPQ2;CNE100000PM8;Shenzhen Stock Exchange;China;USD;CNY;7,07
BPI;BANK OF THE PHILIPPINE ISLANDS;Equity;0,04;1,46;123 502,00;180 806,63;180 806,63;Financials;6074968;PHY0967S1694;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
HCM;HUTCHISON CHINA MEDITECH ADR REPRE;Equity;0,04;22,14;8 139,00;180 197,46;180 197,46;Health Care;BYXV9H7;US44842L1035;NASDAQ;China;USD;USD;1,00
084990;HELIXMITH LTD;Equity;0,04;53,25;3 375,00;179 712,16;179 712,16;Health Care;B0P5XC2;KR7084990001;Korea Exchange (Kosdaq);Korea (South);USD;KRW;1 203,80
MOTHERSUMI;MOTHERSON SUMI SYSTEMS LTD;Equity;0,04;1,25;142 544,00;178 432,52;178 432,52;Consumer Discretionary;6743990;INE775A01035;National Stock Exchange Of India;India;USD;INR;75,85
601888;CHINA TOURISM GROUP DUTY FREE CORP;Equity;0,04;16,92;10 500,00;177 665,85;177 665,85;Consumer Discretionary;BP3R466;CNE100000G29;Shanghai Stock Exchange;China;USD;CNY;7,07
1434;FORMOSA TAFFETA LTD;Equity;0,04;1,29;137 000,00;177 352,26;177 352,26;Consumer Discretionary;6348588;TW0001434009;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
ICBP;INDOFOOD CBP SUKSES MAKMUR;Equity;0,04;0,61;291 200,00;176 796,33;176 796,33;Consumer Staples;B4LD3M8;ID1000116700;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
2542;HIGHWEALTH CONSTRUCTION CORP;Equity;0,04;1,47;119 840,00;176 146,18;176 146,18;Real Estate;6154075;TW0002542008;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
2371;TATUNG;Equity;0,04;0,71;248 000,00;175 990,29;175 990,29;Consumer Discretionary;6875677;TW0002371002;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
600016;CHINA MINSHENG BANKING CORP LTD A;Equity;0,04;0,80;219 400,00;175 938,78;175 938,78;Financials;BP3R2C8;CNE0000015Y0;Shanghai Stock Exchange;China;USD;CNY;7,07
AIRPORT;MALAYSIA AIRPORTS HOLDINGS;Equity;0,04;1,39;125 256,00;174 639,30;174 639,30;Industrials;6188193;MYL5014OO005;Bursa Malaysia;Malaysia;USD;MYR;4,27
MBT;METROPOLITAN BANK AND TRUST CO;Equity;0,04;0,80;219 012,00;174 494,17;174 494,17;Financials;6514442;PHY6028G1361;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
AMBANK;AMMB HOLDINGS;Equity;0,04;0,76;229 900,00;174 007,50;174 007,50;Financials;6047023;MYL1015OO006;Bursa Malaysia;Malaysia;USD;MYR;4,27
3883;CHINA AOYUAN GROUP LTD;Equity;0,04;1,09;159 000,00;173 974,53;173 974,53;Real Estate;BJGS0Q6;KYG2119Z1090;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
165;CHINA EVERBRIGHT LTD;Equity;0,04;1,42;122 000,00;173 473,89;173 473,89;Financials;6455143;HK0165000859;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2357;AVICHINA INDUSTRY & TECHNOLOGY LTD;Equity;0,04;0,52;333 000,00;172 298,42;172 298,42;Industrials;6707899;CNE1000001Y8;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
051915;LG CHEM PREFERRED STOCK LTD;Equity;0,04;196,05;876,00;171 736,17;171 736,17;Materials;6346924;KR7051911006;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
3311;CHINA STATE CONSTRUCTION INTERNATI;Equity;0,04;0,65;264 000,00;171 342,31;171 342,31;Industrials;B0BM5T8;KYG216771363;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
MER;MANILA ELECTRIC;Equity;0,04;5,82;29 330,00;170 587,79;170 587,79;Utilities;B247XZ6;PHY5764J1483;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
BZUN;BAOZUN ADR REPRESENTING INC;Equity;0,04;33,42;5 092,00;170 174,64;170 174,64;Consumer Discretionary;BY2ZJ69;US06684L1035;NASDAQ;China;USD;USD;1,00
3606;FUYAO GLASS INDUSTRY GROUP LTD H;Equity;0,04;2,43;70 000,00;169 804,26;169 804,26;Consumer Discretionary;BWGCFG4;CNE100001TR7;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
KTB.R;KRUNG THAI BANK PUBLIC NON-VOTING;Equity;0,04;0,36;468 750,00;169 477,85;169 477,85;Financials;6361466;TH0150010R11;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
016360;SAMSUNG SECURITIES LTD;Equity;0,04;23,92;7 054,00;168 761,59;168 761,59;Financials;6408448;KR7016360000;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
2588;BOC AVIATION LTD;Equity;0,04;6,47;26 000,00;168 242,99;168 242,99;Industrials;BYZJV17;SG9999015267;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
6060;ZHONGAN ONLINE P & C INSURANCE COR;Equity;0,03;3,66;45 700,00;167 171,39;167 171,39;Financials;BYZQ099;CNE100002QY7;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
GAMUDA;GAMUDA;Equity;0,03;0,87;191 100,00;166 582,78;166 582,78;Industrials;6359881;MYL5398OO002;Bursa Malaysia;Malaysia;USD;MYR;4,27
3993;CHINA MOLYBDENUM LTD H;Equity;0,03;0,33;504 000,00;166 480,43;166 480,43;Materials;B1VRCG6;CNE100000114;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
PEL;PIRAMAL ENTERPRISES LTD;Equity;0,03;14,03;11 862,00;166 453,48;166 453,48;Health Care;B058J56;INE140A01024;National Stock Exchange Of India;India;USD;INR;75,85
012750;S-1 CORP;Equity;0,03;72,85;2 284,00;166 395,41;166 395,41;Industrials;6180230;KR7012750006;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
000001;PING AN BANK LTD A;Equity;0,03;1,83;90 500,00;165 971,82;165 971,82;Financials;BD5CPS4;CNE000000040;Shenzhen Stock Exchange;China;USD;CNY;7,07
3799;DALI FOODS GROUP LTD;Equity;0,03;0,63;261 000,00;165 690,77;165 690,77;Consumer Staples;BYQ9796;KYG2743Y1061;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
358;JIANGXI COPPER LTD H;Equity;0,03;1,01;164 000,00;165 267,54;165 267,54;Materials;6000305;CNE1000003K3;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
001450;HYUNDAI MARINE & FIRE INSURANCE LT;Equity;0,03;20,64;7 982,00;164 772,14;164 772,14;Financials;B01LXY6;KR7001450006;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
051905;LG HOUSEHOLD & HEALTH CARE PREF LT;Equity;0,03;612,23;269,00;164 689,32;164 689,32;Consumer Staples;6346935;KR7051901007;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
138930;BNK FINANCIAL GROUP INC;Equity;0,03;4,29;38 425,00;164 705,93;164 705,93;Financials;B3S98W7;KR7138930003;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
3702;WPG HOLDINGS LTD;Equity;0,03;1,32;124 320,00;164 709,44;164 709,44;Information Technology;B0P6L87;TW0003702007;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
002790;AMOREG;Equity;0,03;44,94;3 659,00;164 439,19;164 439,19;Consumer Staples;6665931;KR7002790004;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
123;YUEXIU PROPERTY LTD;Equity;0,03;0,18;902 000,00;164 103,69;164 103,69;Real Estate;6392422;HK0123000694;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
6669;WIWYNN CORPORATION CORP;Equity;0,03;27,34;6 000,00;164 042,75;164 042,75;Information Technology;BF4QXG5;TW0006669005;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
BANDHANBNK;BANDHAN BANK LTD;Equity;0,03;3,74;43 829,00;163 811,63;163 811,63;Financials;BG1SV45;INE545U01014;National Stock Exchange Of India;India;USD;INR;75,85
1227;STANDARD FOODS CORP;Equity;0,03;2,15;75 987,00;163 691,11;163 691,11;Consumer Staples;6853554;TW0001227007;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
1882;HAITIAN INTERNATIONAL LTD;Equity;0,03;1,96;83 000,00;162 570,81;162 570,81;Industrials;B1L2RC2;KYG4232C1087;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
PAGEIND;PAGE INDUSTRIES LTD;Equity;0,03;244,53;660,00;161 389,70;161 389,70;Consumer Discretionary;B1VJS64;INE761H01022;National Stock Exchange Of India;India;USD;INR;75,85
IJM;IJM CORPORATION;Equity;0,03;0,46;352 600,00;161 117,75;161 117,75;Industrials;6455217;MYL3336OO004;Bursa Malaysia;Malaysia;USD;MYR;4,27
HBCFT;CASH COLLATERAL USD HBCFT;Cash Collateral and Margins;0,03;100,00;161 000,00;161 000,00;161 000,00;Cash and/or Derivatives;--;--;--;United Kingdom;USD;USD;1,00
570;CHINA TRADITIONAL CHI MEDICINE CO;Equity;0,03;0,45;354 000,00;158 955,37;158 955,37;Health Care;6971779;HK0000056256;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
003670;POSCO CHEMICAL LTD;Equity;0,03;53,66;2 946,00;158 092,37;158 092,37;Materials;6419451;KR7003670007;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
001040;CJ CORP;Equity;0,03;73,02;2 156,00;157 428,48;157 428,48;Industrials;6189516;KR7001040005;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
839;CHINA EDUCATION GROUP HOLDINGS LTD;Equity;0,03;1,68;93 000,00;155 997,99;155 997,99;Consumer Discretionary;BF13433;KYG2163M1033;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
JFC;JOLLIBEE FOODS CORP;Equity;0,03;2,89;53 980,00;155 902,80;155 902,80;Consumer Discretionary;6474494;PHY4466S1007;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
F&N;FRASER & NEAVE HOLDINGS;Equity;0,03;7,62;20 400,00;155 360,28;155 360,28;Consumer Staples;6555946;MYL3689OO006;Bursa Malaysia;Malaysia;USD;MYR;4,27
601668;CHINA STATE CONSTRUCTION ENGINEERI;Equity;0,03;0,71;218 140,00;154 294,22;154 294,22;Industrials;BP3R2Q2;CNE100000F46;Shanghai Stock Exchange;China;USD;CNY;7,07
1776;GF SECURITIES LTD H;Equity;0,03;1,07;143 600,00;153 974,27;153 974,27;Financials;BW4NKK8;CNE100001TQ9;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
1171;YANZHOU COAL MINING LTD H;Equity;0,03;0,83;186 000,00;153 598,02;153 598,02;Energy;6109893;CNE1000004Q8;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
TMB.R;TMB BANK NON-VOTING DR PCL;Equity;0,03;0,04;4 114 722,00;152 753,78;152 753,78;Financials;6365145;TH0068010R15;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
