12-Jun-2020;;;;;;;;;;;
iShares Core S&P 500 ETF;;;;;;;;;;;
Inception Date;May 15, 2000;;;;;;;;;;
Fund Holdings as of;Jun 12, 2020;;;;;;;;;;
Number of Securities (excluding cash and derivatives);505.00;;;;;;;;;;
Shares Outstanding;616,550,000.00;;;;;;;;;;
;;;;;;;;;;;
Ticker;Name;Asset Class;Weight (%);Price;Shares;Market Value;Notional Value;Sector;SEDOL;ISIN;Exchange
BXP;BOSTON PROPERTIES REIT INC;Equity;0,06;96,54;1 090 640,00;105 290 385,60;105 290 385,60;Real Estate;2019479;US1011211018;New York Stock Exchange Inc.
BR;BROADRIDGE FINANCIAL SOLUTIONS INC;Equity;0,06;121,63;865 056,00;105 216 761,28;105 216 761,28;Information Technology;B1VP7R6;US11133T1034;New York Stock Exchange Inc.
DOV;DOVER CORP;Equity;0,05;96,61;1 087 355,00;105 049 366,55;105 049 366,55;Industrials;2278407;US2600031080;New York Stock Exchange Inc.
TSCO;TRACTOR SUPPLY;Equity;0,05;118,45;883 201,00;104 615 158,45;104 615 158,45;Consumer Discretionary;2900335;US8923561067;NASDAQ
EVRG;EVERGY INC;Equity;0,05;60,08;1 720 700,00;103 379 656,00;103 379 656,00;Utilities;BFMXGR0;US30034W1062;New York Stock Exchange Inc.
IP;INTERNATIONAL PAPER;Equity;0,05;34,92;2 940 308,00;102 675 555,36;102 675 555,36;Materials;2465254;US4601461035;New York Stock Exchange Inc.
MAA;MID AMERICA APARTMENT COMMUNITIES;Equity;0,05;119,08;861 039,00;102 532 524,12;102 532 524,12;Real Estate;2589132;US59522J1034;New York Stock Exchange Inc.
IFF;INTERNATIONAL FLAVORS & FRAGRANCES;Equity;0,05;126,85;805 003,00;102 114 630,55;102 114 630,55;Materials;2464165;US4595061015;New York Stock Exchange Inc.
PEAK;HEALTHPEAK PROPERTIES INC;Equity;0,05;27,48;3 700 695,00;101 695 098,60;101 695 098,60;Real Estate;BJBLRK3;US42250P1030;New York Stock Exchange Inc.
SYF;SYNCHRONY FINANCIAL;Equity;0,05;23,77;4 262 512,00;101 319 910,24;101 319 910,24;Financials;BP96PS6;US87165B1035;New York Stock Exchange Inc.
HOLX;HOLOGIC INC;Equity;0,05;50,15;2 009 034,00;100 753 055,10;100 753 055,10;Health Care;2433530;US4364401012;NASDAQ
NDAQ;NASDAQ INC;Equity;0,05;115,15;871 992,00;100 409 878,80;100 409 878,80;Financials;2965107;US6311031081;NASDAQ
GWW;WW GRAINGER INC;Equity;0,05;303,75;328 959,00;99 921 296,25;99 921 296,25;Industrials;2380863;US3848021040;New York Stock Exchange Inc.
GRMN;GARMIN LTD;Equity;0,05;91,67;1 088 962,00;99 825 146,54;99 825 146,54;Consumer Discretionary;B3Z5T14;CH0114405324;NASDAQ
JKHY;JACK HENRY AND ASSOCIATES INC;Equity;0,05;172,25;576 070,00;99 228 057,50;99 228 057,50;Information Technology;2469193;US4262811015;NASDAQ
HPE;HEWLETT PACKARD ENTERPRISE;Equity;0,05;10,15;9 736 584,00;98 826 327,60;98 826 327,60;Information Technology;BYVYWS0;US42824C1099;New York Stock Exchange Inc.
LDOS;LEIDOS HOLDINGS INC;Equity;0,05;98,91;997 398,00;98 652 636,18;98 652 636,18;Information Technology;BDV82B8;US5253271028;New York Stock Exchange Inc.
KEY;KEYCORP;Equity;0,05;13,22;7 419 745,00;98 089 028,90;98 089 028,90;Financials;2490911;US4932671088;New York Stock Exchange Inc.
MAS;MASCO CORP;Equity;0,05;45,79;2 136 382,00;97 824 931,78;97 824 931,78;Industrials;2570200;US5745991068;New York Stock Exchange Inc.
ULTA;ULTA BEAUTY INC;Equity;0,05;226,63;431 596,00;97 812 601,48;97 812 601,48;Consumer Discretionary;B28TS42;US90384S3031;NASDAQ
STE;STERIS;Equity;0,05;151,82;642 925,00;97 608 873,50;97 608 873,50;Health Care;BFY8C75;IE00BFY8C754;New York Stock Exchange Inc.
DRE;DUKE REALTY REIT CORP;Equity;0,05;35,35;2 747 642,00;97 129 144,70;97 129 144,70;Real Estate;2284084;US2644115055;New York Stock Exchange Inc.
TIF;TIFFANY;Equity;0,05;119,12;815 196,00;97 106 147,52;97 106 147,52;Consumer Discretionary;2892090;US8865471085;New York Stock Exchange Inc.
HRL;HORMEL FOODS CORP;Equity;0,05;46,67;2 079 239,00;97 038 084,13;97 038 084,13;Consumer Staples;2437264;US4404521001;New York Stock Exchange Inc.
HES;HESS CORP;Equity;0,05;49,61;1 954 171,00;96 946 423,31;96 946 423,31;Energy;2023748;US42809H1077;New York Stock Exchange Inc.
WDC;WESTERN DIGITAL CORP;Equity;0,05;42,95;2 245 950,00;96 463 552,50;96 463 552,50;Information Technology;2954699;US9581021055;NASDAQ
QRVO;QORVO INC;Equity;0,05;108,90;880 385,00;95 873 926,50;95 873 926,50;Information Technology;BR9YYP4;US74736K1016;NASDAQ
EXPD;EXPEDITORS INTERNATIONAL OF WASHIN;Equity;0,05;73,57;1 293 175,00;95 138 884,75;95 138 884,75;Industrials;2325507;US3021301094;NASDAQ
NUE;NUCOR CORP;Equity;0,05;41,20;2 307 619,00;95 073 902,80;95 073 902,80;Materials;2651086;US6703461052;New York Stock Exchange Inc.
FMC;FMC CORP;Equity;0,05;97,34;974 895,00;94 896 279,30;94 896 279,30;Materials;2328603;US3024913036;New York Stock Exchange Inc.
EXR;EXTRA SPACE STORAGE REIT INC;Equity;0,05;96,71;978 076,00;94 589 729,96;94 589 729,96;Real Estate;B02HWR9;US30225T1025;New York Stock Exchange Inc.
MLM;MARTIN MARIETTA MATERIALS INC;Equity;0,05;197,05;471 495,00;92 908 089,75;92 908 089,75;Materials;2572079;US5732841060;New York Stock Exchange Inc.
GPC;GENUINE PARTS;Equity;0,05;85,59;1 082 298,00;92 633 885,82;92 633 885,82;Consumer Discretionary;2367480;US3724601055;New York Stock Exchange Inc.
VIAC;VIACOMCBS INC CLASS B;Equity;0,05;22,90;4 034 706,00;92 394 767,40;92 394 767,40;Communication;BKTNTR9;US92556H2067;NASDAQ
ANET;ARISTA NETWORKS INC;Equity;0,05;222,78;411 270,00;91 622 730,60;91 622 730,60;Information Technology;BN33VM5;US0404131064;New York Stock Exchange Inc.
WAT;WATER CORP;Equity;0,05;185,56;486 501,00;90 275 125,56;90 275 125,56;Health Care;2937689;US9418481035;New York Stock Exchange Inc.
ATO;ATMOS ENERGY CORP;Equity;0,05;100,43;897 646,00;90 150 587,78;90 150 587,78;Utilities;2315359;US0495601058;New York Stock Exchange Inc.
SJM;JM SMUCKER;Equity;0,05;104,70;860 884,00;90 134 554,80;90 134 554,80;Consumer Staples;2951452;US8326964058;New York Stock Exchange Inc.
BFB;BROWN FORMAN CORP CLASS B;Equity;0,05;65,25;1 377 934,00;89 910 193,50;89 910 193,50;Consumer Staples;2146838;US1156372096;New York Stock Exchange Inc.
OMC;OMNICOM GROUP INC;Equity;0,05;55,03;1 628 972,00;89 642 329,16;89 642 329,16;Communication;2279303;US6819191064;New York Stock Exchange Inc.
STX;SEAGATE TECHNOLOGY PLC;Equity;0,05;50,61;1 745 541,00;88 341 830,01;88 341 830,01;Information Technology;B58JVZ5;IE00B58JVZ52;NASDAQ
LNT;ALLIANT ENERGY CORP;Equity;0,05;48,55;1 818 683,00;88 297 059,65;88 297 059,65;Utilities;2973821;US0188021085;NASDAQ
CXO;CONCHO RESOURCES INC;Equity;0,05;58,00;1 518 027,00;88 045 566,00;88 045 566,00;Energy;B1YWRK7;US20605P1012;New York Stock Exchange Inc.
EXPE;EXPEDIA GROUP INC;Equity;0,05;82,52;1 061 662,00;87 608 348,24;87 608 348,24;Consumer Discretionary;B748CK2;US30212P3038;NASDAQ
XYL;XYLEM INC;Equity;0,05;64,16;1 359 480,00;87 224 236,80;87 224 236,80;Industrials;B3P2CN8;US98419M1009;New York Stock Exchange Inc.
IEX;IDEX CORP;Equity;0,05;152,59;569 710,00;86 932 048,90;86 932 048,90;Industrials;2456612;US45167R1041;New York Stock Exchange Inc.
RF;REGIONS FINANCIAL CORP;Equity;0,05;11,90;7 283 385,00;86 672 281,50;86 672 281,50;Financials;B01R311;US7591EP1005;New York Stock Exchange Inc.
NLOK;NORTONLIFELOCK INC;Equity;0,05;19,85;4 360 636,00;86 558 624,60;86 558 624,60;Information Technology;BJN4XN5;US6687711084;NASDAQ
UDR;UDR REIT INC;Equity;0,05;39,09;2 208 806,00;86 342 226,54;86 342 226,54;Real Estate;2727910;US9026531049;New York Stock Exchange Inc.
HAL;HALLIBURTON;Equity;0,04;12,78;6 681 605,00;85 390 911,90;85 390 911,90;Energy;2405302;US4062161017;New York Stock Exchange Inc.
CFG;CITIZENS FINANCIAL GROUP INC;Equity;0,04;25,82;3 282 256,00;84 747 849,92;84 747 849,92;Financials;BQRX1X3;US1746101054;New York Stock Exchange Inc.
NVR;NVR INC;Equity;0,04;3 175,37;26 473,00;84 061 570,01;84 061 570,01;Consumer Discretionary;2637785;US62944T1051;New York Stock Exchange Inc.
CBOE;CBOE GLOBAL MARKETS INC;Equity;0,04;99,90;830 555,00;82 972 444,50;82 972 444,50;Financials;B5834C5;US12503M1080;Cboe BZX formerly known as BATS
PFG;PRINCIPAL FINANCIAL GROUP INC;Equity;0,04;41,88;1 973 320,00;82 642 641,60;82 642 641,60;Financials;2803014;US74251V1026;NASDAQ
WAB;WESTINGHOUSE AIR BRAKE TECHNOLOGIE;Equity;0,04;60,89;1 355 309,00;82 524 765,01;82 524 765,01;Industrials;2955733;US9297401088;New York Stock Exchange Inc.
ABMD;ABIOMED INC;Equity;0,04;241,68;340 954,00;82 401 762,72;82 401 762,72;Health Care;2003698;US0036541003;NASDAQ
J;JACOBS ENGINEERING GROUP INC;Equity;0,04;80,49;1 021 409,00;82 213 210,41;82 213 210,41;Industrials;2469052;US4698141078;New York Stock Exchange Inc.
ETFC;E TRADE FINANCIAL CORP;Equity;0,04;47,68;1 713 201,00;81 685 423,68;81 685 423,68;Financials;2299011;US2692464017;NASDAQ
IR;INGERSOLL RAND INC;Equity;0,04;31,22;2 614 126,00;81 613 013,72;81 613 013,72;Industrials;BL5GZ82;US45687V1061;New York Stock Exchange Inc.
URI;UNITED RENTALS INC;Equity;0,04;143,49;563 808,00;80 900 809,92;80 900 809,92;Industrials;2134781;US9113631090;New York Stock Exchange Inc.
CE;CELANESE CORP;Equity;0,04;88,52;912 642,00;80 787 069,84;80 787 069,84;Materials;B05MZT4;US1508701034;New York Stock Exchange Inc.
PKI;PERKINELMER INC;Equity;0,04;97,14;827 410,00;80 374 607,40;80 374 607,40;Health Care;2305844;US7140461093;New York Stock Exchange Inc.
SIVB;SVB FINANCIAL GROUP;Equity;0,04;208,53;384 924,00;80 268 201,72;80 268 201,72;Financials;2808053;US78486Q1013;NASDAQ
IT;GARTNER INC;Equity;0,04;118,73;670 236,00;79 577 120,28;79 577 120,28;Information Technology;2372763;US3666511072;New York Stock Exchange Inc.
CHRW;CH ROBINSON WORLDWIDE INC;Equity;0,04;77,73;1 021 406,00;79 393 888,38;79 393 888,38;Industrials;2116228;US12541W2098;NASDAQ
RCL;ROYAL CARIBBEAN CRUISES LTD;Equity;0,04;61,18;1 297 307,00;79 369 242,26;79 369 242,26;Consumer Discretionary;2754907;LR0008862868;New York Stock Exchange Inc.
VAR;VARIAN MEDICAL SYSTEMS INC;Equity;0,04;115,29;685 349,00;79 013 886,21;79 013 886,21;Health Care;2927516;US92220P1057;New York Stock Exchange Inc.
BKR;BAKER HUGHES CLASS A;Equity;0,04;15,94;4 939 506,00;78 735 725,64;78 735 725,64;Energy;BDHLTQ5;US05722G1004;New York Stock Exchange Inc.
HBAN;HUNTINGTON BANCSHARES INC;Equity;0,04;9,88;7 690 072,00;76 016 361,72;76 016 361,72;Financials;2445966;US4461501045;NASDAQ
FOXA;FOX CORP CLASS A;Equity;0,04;28,29;2 666 757,00;75 442 555,53;75 442 555,53;Communication;BJJMGL2;US35137L1052;NASDAQ
DRI;DARDEN RESTAURANTS INC;Equity;0,04;75,94;981 088,00;74 503 822,72;74 503 822,72;Consumer Discretionary;2289874;US2371941053;New York Stock Exchange Inc.
UAL;UNITED AIRLINES HOLDINGS INC;Equity;0,04;39,66;1 875 049,00;74 364 443,34;74 364 443,34;Industrials;B4QG225;US9100471096;NASDAQ
MGM;MGM RESORTS INTERNATIONAL;Equity;0,04;19,17;3 874 490,00;74 273 973,30;74 273 973,30;Consumer Discretionary;2547419;US5529531015;New York Stock Exchange Inc.
CTL;CENTURYLINK INC;Equity;0,04;10,08;7 296 872,00;73 552 469,76;73 552 469,76;Communication;2185046;US1567001060;New York Stock Exchange Inc.
NTAP;NETAPP INC;Equity;0,04;42,46;1 723 120,00;73 163 675,20;73 163 675,20;Information Technology;2630643;US64110D1046;NASDAQ
JBHT;JB HUNT TRANSPORT SERVICES INC;Equity;0,04;114,10;639 390,00;72 954 399,00;72 954 399,00;Industrials;2445416;US4456581077;NASDAQ
EMN;EASTMAN CHEMICAL;Equity;0,04;69,63;1 036 112,00;72 144 478,56;72 144 478,56;Materials;2298386;US2774321002;New York Stock Exchange Inc.
AVY;AVERY DENNISON CORP;Equity;0,04;113,50;635 497,00;72 128 909,50;72 128 909,50;Materials;2066408;US0536111091;New York Stock Exchange Inc.
HAS;HASBRO INC;Equity;0,04;74,30;970 328,00;72 095 370,40;72 095 370,40;Consumer Discretionary;2414580;US4180561072;NASDAQ
WU;WESTERN UNION;Equity;0,04;22,52;3 190 398,00;71 847 762,96;71 847 762,96;Information Technology;B1F76F9;US9598021098;New York Stock Exchange Inc.
ALLE;ALLEGION PLC;Equity;0,04;102,41;700 597,00;71 748 138,77;71 748 138,77;Industrials;BFRT3W7;IE00BFRT3W74;New York Stock Exchange Inc.
XRAY;DENTSPLY SIRONA INC;Equity;0,04;43,38;1 653 212,00;71 716 336,56;71 716 336,56;Health Care;BYNPPC6;US24906P1093;NASDAQ
AAP;ADVANCE AUTO PARTS INC;Equity;0,04;135,73;522 934,00;70 977 831,82;70 977 831,82;Consumer Discretionary;2822019;US00751Y1064;New York Stock Exchange Inc.
LW;LAMB WESTON HOLDINGS INC;Equity;0,04;64,97;1 090 366,00;70 841 079,02;70 841 079,02;Consumer Staples;BDQZFJ3;US5132721045;New York Stock Exchange Inc.
PKG;PACKAGING CORP OF AMERICA;Equity;0,04;98,92;708 598,00;70 094 514,16;70 094 514,16;Materials;2504566;US6951561090;New York Stock Exchange Inc.
CCL;CARNIVAL CORP;Equity;0,04;19,98;3 502 658,00;69 983 106,84;69 983 106,84;Consumer Discretionary;2523044;PA1436583006;New York Stock Exchange Inc.
CINF;CINCINNATI FINANCIAL CORP;Equity;0,04;61,03;1 133 801,00;69 195 875,03;69 195 875,03;Financials;2196888;US1720621010;NASDAQ
CNP;CENTERPOINT ENERGY INC;Equity;0,04;18,00;3 829 845,00;68 937 210,00;68 937 210,00;Utilities;2440637;US15189T1079;New York Stock Exchange Inc.
HST;HOST HOTELS & RESORTS REIT INC;Equity;0,04;12,64;5 336 090,00;67 448 177,60;67 448 177,60;Real Estate;2567503;US44107P1049;New York Stock Exchange Inc.
WYNN;WYNN RESORTS LTD;Equity;0,04;92,31;728 828,00;67 274 468,54;67 274 468,54;Consumer Discretionary;2963811;US9831341071;NASDAQ
RJF;RAYMOND JAMES INC;Equity;0,03;71,60;930 138,00;66 597 880,80;66 597 880,80;Financials;2718992;US7547301090;New York Stock Exchange Inc.
RE;EVEREST RE GROUP LTD;Equity;0,03;214,95;307 654,00;66 130 227,30;66 130 227,30;Financials;2556868;BMG3223R1088;New York Stock Exchange Inc.
NI;NISOURCE INC;Equity;0,03;23,26;2 821 004,00;65 616 553,04;65 616 553,04;Utilities;2645409;US65473P1057;New York Stock Exchange Inc.
PHM;PULTEGROUP INC;Equity;0,03;33,89;1 924 191,00;65 210 832,99;65 210 832,99;Consumer Discretionary;2708841;US7458671010;New York Stock Exchange Inc.
FFIV;F5 NETWORKS INC;Equity;0,03;140,32;462 852,00;64 947 392,64;64 947 392,64;Information Technology;2427599;US3156161024;NASDAQ
NRG;NRG ENERGY INC;Equity;0,03;33,68;1 913 627,00;64 450 957,36;64 450 957,36;Utilities;2212922;US6293775085;New York Stock Exchange Inc.
PNW;PINNACLE WEST CORP;Equity;0,03;75,60;848 873,00;64 174 798,80;64 174 798,80;Utilities;2048804;US7234841010;New York Stock Exchange Inc.
L;LOEWS CORP;Equity;0,03;33,02;1 931 388,00;63 774 431,76;63 774 431,76;Financials;2523022;US5404241086;New York Stock Exchange Inc.
AES;AES CORP;Equity;0,03;12,67;5 012 980,00;63 514 456,60;63 514 456,60;Utilities;2002479;US00130H1059;New York Stock Exchange Inc.
WRB;WR BERKLEY CORP;Equity;0,03;57,02;1 093 663,00;62 360 664,26;62 360 664,26;Financials;2093644;US0844231029;New York Stock Exchange Inc.
COG;CABOT OIL & GAS CORP;Equity;0,03;20,07;3 095 116,00;62 118 978,12;62 118 978,12;Energy;2162340;US1270971039;New York Stock Exchange Inc.
DISH;DISH NETWORK CORP CLASS A;Equity;0,03;32,70;1 896 316,00;62 009 533,20;62 009 533,20;Communication;2303581;US25470M1099;NASDAQ
HSIC;HENRY SCHEIN INC;Equity;0,03;56,63;1 094 952,00;62 007 131,76;62 007 131,76;Health Care;2416962;US8064071025;NASDAQ
ALB;ALBEMARLE CORP;Equity;0,03;77,32;800 736,00;61 912 907,52;61 912 907,52;Materials;2046853;US0126531013;New York Stock Exchange Inc.
FBHS;FORTUNE BRANDS HOME AND SECURITY I;Equity;0,03;58,40;1 056 439,00;61 696 037,60;61 696 037,60;Industrials;B3MC7D6;US34964C1062;New York Stock Exchange Inc.
MYL;MYLAN NV;Equity;0,03;15,94;3 857 046,00;61 481 313,24;61 481 313,24;Health Care;BVFMFG8;NL0011031208;NASDAQ
REG;REGENCY CENTERS REIT CORP;Equity;0,03;47,89;1 265 288,00;60 594 642,32;60 594 642,32;Real Estate;2726177;US7588491032;NASDAQ
JNPR;JUNIPER NETWORKS INC;Equity;0,03;23,89;2 522 973,00;60 273 824,97;60 273 824,97;Information Technology;2431846;US48203R1041;New York Stock Exchange Inc.
LNC;LINCOLN NATIONAL CORP;Equity;0,03;40,68;1 478 707,00;60 153 800,76;60 153 800,76;Financials;2516378;US5341871094;New York Stock Exchange Inc.
CPB;CAMPBELL SOUP;Equity;0,03;47,07;1 275 528,00;60 039 102,96;60 039 102,96;Consumer Staples;2162845;US1344291091;New York Stock Exchange Inc.
IRM;IRON MOUNTAIN INC;Equity;0,03;27,82;2 133 736,00;59 360 535,52;59 360 535,52;Real Estate;BVFTF03;US46284V1017;New York Stock Exchange Inc.
WHR;WHIRLPOOL CORP;Equity;0,03;122,10;483 562,00;59 042 920,20;59 042 920,20;Consumer Discretionary;2960384;US9633201069;New York Stock Exchange Inc.
LKQ;LKQ CORP;Equity;0,03;25,89;2 272 489,00;58 823 377,77;58 823 377,77;Consumer Discretionary;2971029;US5018892084;NASDAQ
UBFUT;CASH COLLATERAL USD UBFUT;Cash Collateral and Margins;0,03;100,00;58 316 800,00;58 316 800,00;58 316 800,00;Cash and/or Derivatives;--;--;--
TXT;TEXTRON INC;Equity;0,03;34,15;1 689 424,00;57 693 829,60;57 693 829,60;Industrials;2885937;US8832031012;New York Stock Exchange Inc.
GL;GLOBE LIFE INC;Equity;0,03;75,90;758 537,00;57 572 958,30;57 572 958,30;Financials;BK6YKG1;US37959E1029;New York Stock Exchange Inc.
UHS;UNIVERSAL HEALTH SERVICES INC CLAS;Equity;0,03;95,58;602 144,00;57 552 923,52;57 552 923,52;Health Care;2923785;US9139031002;New York Stock Exchange Inc.
FANG;DIAMONDBACK ENERGY INC;Equity;0,03;46,96;1 214 054,00;57 011 975,84;57 011 975,84;Energy;B7Y8YR3;US25278X1090;NASDAQ
SNA;SNAP ON INC;Equity;0,03;135,01;413 357,00;55 807 328,57;55 807 328,57;Industrials;2818740;US8330341012;New York Stock Exchange Inc.
WRK;WESTROCK;Equity;0,03;28,21;1 971 377,00;55 612 545,17;55 612 545,17;Materials;BYR0914;US96145D1054;New York Stock Exchange Inc.
HII;HUNTINGTON INGALLS INDUSTRIES INC;Equity;0,03;182,29;304 686,00;55 541 210,94;55 541 210,94;Industrials;B40SSC9;US4464131063;New York Stock Exchange Inc.
TAP;MOLSON COORS BREWING CLASS B;Equity;0,03;38,05;1 405 044,00;53 461 924,20;53 461 924,20;Consumer Staples;B067BM3;US60871R2094;New York Stock Exchange Inc.
DVA;DAVITA INC;Equity;0,03;78,25;680 958,00;53 284 963,50;53 284 963,50;Health Care;2898087;US23918K1088;New York Stock Exchange Inc.
PRGO;PERRIGO PLC;Equity;0,03;51,49;1 023 751,00;52 712 938,99;52 712 938,99;Health Care;BGH1M56;IE00BGH1M568;New York Stock Exchange Inc.
LYV;LIVE NATION ENTERTAINMENT INC;Equity;0,03;49,12;1 068 597,00;52 489 484,64;52 489 484,64;Communication;B0T7YX2;US5380341090;New York Stock Exchange Inc.
BWA;BORGWARNER INC;Equity;0,03;33,55;1 559 483,00;52 320 654,65;52 320 654,65;Consumer Discretionary;2111955;US0997241064;New York Stock Exchange Inc.
IPG;INTERPUBLIC GROUP OF COMPANIES INC;Equity;0,03;17,28;2 949 877,00;50 973 874,56;50 973 874,56;Communication;2466321;US4606901001;New York Stock Exchange Inc.
DISCK;DISCOVERY INC SERIES C;Equity;0,03;19,70;2 532 460,00;49 889 462,00;49 889 462,00;Communication;B3D7KG4;US25470F3029;NASDAQ
AOS;A O SMITH CORP;Equity;0,03;46,95;1 039 040,00;48 782 928,00;48 782 928,00;Industrials;2816023;US8318652091;New York Stock Exchange Inc.
AAL;AMERICAN AIRLINES GROUP INC;Equity;0,03;16,74;2 886 719,00;48 323 676,06;48 323 676,06;Industrials;BCV7KT2;US02376R1023;NASDAQ
AIZ;ASSURANT INC;Equity;0,03;107,03;450 375,00;48 203 636,25;48 203 636,25;Financials;2331430;US04621X1081;New York Stock Exchange Inc.
FRT;FEDERAL REALTY INVESTMENT TRUST RE;Equity;0,03;90,47;528 828,00;47 843 069,16;47 843 069,16;Real Estate;2333931;US3137472060;New York Stock Exchange Inc.
CF;CF INDUSTRIES HOLDINGS INC;Equity;0,02;29,40;1 617 212,00;47 546 032,80;47 546 032,80;Materials;B0G4K50;US1252691001;New York Stock Exchange Inc.
VNO;VORNADO REALTY TRUST REIT;Equity;0,02;40,17;1 176 038,00;47 241 446,46;47 241 446,46;Real Estate;2933632;US9290421091;New York Stock Exchange Inc.
BEN;FRANKLIN RESOURCES INC;Equity;0,02;21,79;2 137 016,00;46 565 578,64;46 565 578,64;Financials;2350684;US3546131018;New York Stock Exchange Inc.
PNR;PENTAIR;Equity;0,02;37,50;1 241 331,00;46 549 912,50;46 549 912,50;Industrials;BLS09M3;IE00BLS09M33;New York Stock Exchange Inc.
RHI;ROBERT HALF;Equity;0,02;51,29;899 451,00;46 132 841,79;46 132 841,79;Industrials;2110703;US7703231032;New York Stock Exchange Inc.
AIV;APARTMENT INVESTMENT AND MANAGEMEN;Equity;0,02;39,43;1 143 595,00;45 091 950,85;45 091 950,85;Real Estate;BJLNBG3;US03748R7540;New York Stock Exchange Inc.
ZION;ZIONS BANCORPORATION;Equity;0,02;34,88;1 287 054,00;44 892 443,52;44 892 443,52;Financials;2989828;US9897011071;NASDAQ
ROL;ROLLINS INC;Equity;0,02;41,41;1 071 477,00;44 369 862,57;44 369 862,57;Industrials;2747305;US7757111049;New York Stock Exchange Inc.
NWL;NEWELL BRANDS INC;Equity;0,02;15,30;2 873 770,00;43 968 681,00;43 968 681,00;Consumer Discretionary;2635701;US6512291062;NASDAQ
KIM;KIMCO REALTY REIT CORP;Equity;0,02;13,76;3 125 461,00;43 006 343,36;43 006 343,36;Real Estate;2491594;US49446R1095;New York Stock Exchange Inc.
MHK;MOHAWK INDUSTRIES INC;Equity;0,02;97,74;439 572,00;42 963 767,28;42 963 767,28;Consumer Discretionary;2598699;US6081901042;New York Stock Exchange Inc.
CMA;COMERICA INC;Equity;0,02;39,14;1 088 384,00;42 599 349,76;42 599 349,76;Financials;2212870;US2003401070;New York Stock Exchange Inc.
IPGP;IPG PHOTONICS CORP;Equity;0,02;156,14;264 585,00;41 312 301,90;41 312 301,90;Information Technology;2698782;US44980X1090;NASDAQ
FLIR;FLIR SYSTEMS INC;Equity;0,02;41,26;997 299,00;41 148 556,74;41 148 556,74;Information Technology;2344717;US3024451011;NASDAQ
PBCT;PEOPLES UNITED FINANCIAL INC;Equity;0,02;12,20;3 349 368,00;40 862 289,60;40 862 289,60;Financials;B1W41J2;US7127041058;NASDAQ
PWR;QUANTA SERVICES INC;Equity;0,02;37,05;1 098 219,00;40 689 013,95;40 689 013,95;Industrials;2150204;US74762E1029;New York Stock Exchange Inc.
NLSN;NIELSEN HOLDINGS PLC;Equity;0,02;15,12;2 681 845,00;40 549 496,40;40 549 496,40;Industrials;BWFY550;GB00BWFY5505;New York Stock Exchange Inc.
MRO;MARATHON OIL CORP;Equity;0,02;6,58;6 138 109,00;40 388 757,22;40 388 757,22;Energy;2910970;US5658491064;New York Stock Exchange Inc.
HWM;HOWMET AEROSPACE INC;Equity;0,02;14,00;2 845 242,00;39 833 388,00;39 833 388,00;Industrials;BKLJ8V2;US4432011082;New York Stock Exchange Inc.
APA;APACHE CORP;Equity;0,02;13,77;2 839 779,00;39 103 756,83;39 103 756,83;Energy;2043962;US0374111054;NASDAQ
NCLH;NORWEGIAN CRUISE LINE HOLDINGS LTD;Equity;0,02;20,50;1 873 713,00;38 411 116,50;38 411 116,50;Consumer Discretionary;B9CGTC3;BMG667211046;New York Stock Exchange Inc.
NOV;NATIONAL OILWELL VARCO INC;Equity;0,02;12,77;2 974 593,00;37 985 552,61;37 985 552,61;Energy;2624486;US6370711011;New York Stock Exchange Inc.
NBL;NOBLE ENERGY INC;Equity;0,02;10,25;3 655 063,00;37 464 395,75;37 464 395,75;Energy;2640761;US6550441058;NASDAQ
DVN;DEVON ENERGY CORP;Equity;0,02;12,80;2 921 764,00;37 398 579,20;37 398 579,20;Energy;2480677;US25179M1036;New York Stock Exchange Inc.
SEE;SEALED AIR CORP;Equity;0,02;30,58;1 193 942,00;36 510 746,36;36 510 746,36;Materials;2232793;US81211K1007;New York Stock Exchange Inc.
NWSA;NEWS CORP CLASS A;Equity;0,02;11,72;2 980 957,00;34 936 816,04;34 936 816,04;Communication;BBGVT40;US65249B1098;NASDAQ
HFC;HOLLYFRONTIER CORP;Equity;0,02;31,38;1 108 227,00;34 776 163,26;34 776 163,26;Energy;B5VX1H6;US4361061082;New York Stock Exchange Inc.
ALK;ALASKA AIR GROUP INC;Equity;0,02;38,47;901 839,00;34 693 746,33;34 693 746,33;Industrials;2012605;US0116591092;New York Stock Exchange Inc.
MOS;MOSAIC;Equity;0,02;13,28;2 569 207,00;34 119 068,96;34 119 068,96;Materials;B3NPHP6;US61945C1036;New York Stock Exchange Inc.
LEG;LEGGETT & PLATT INC;Equity;0,02;32,82;1 015 731,00;33 336 291,42;33 336 291,42;Consumer Discretionary;2510682;US5246601075;New York Stock Exchange Inc.
HBI;HANESBRANDS INC;Equity;0,02;11,72;2 799 170,00;32 806 272,40;32 806 272,40;Consumer Discretionary;B1BJSL9;US4103451021;New York Stock Exchange Inc.
FOX;FOX CORP CLASS B;Equity;0,02;27,95;1 172 281,00;32 765 253,95;32 765 253,95;Communication;BJJMGY5;US35137L2043;NASDAQ
SLG;SL GREEN REALTY REIT CORP;Equity;0,02;52,20;606 599,00;31 664 467,80;31 664 467,80;Real Estate;2096847;US78440X1019;New York Stock Exchange Inc.
DXC;DXC TECHNOLOGY;Equity;0,02;16,27;1 914 183,00;31 143 757,41;31 143 757,41;Information Technology;BYXD7B3;US23355L1061;New York Stock Exchange Inc.
