12-Jun-2020;;;;;;;;;;;
iShares Russell 1000 Growth ETF;;;;;;;;;;;
Inception Date;May 22, 2000;;;;;;;;;;
Fund Holdings as of;Jun 12, 2020;;;;;;;;;;
Number of Securities (excluding cash and derivatives);532.00;;;;;;;;;;
Shares Outstanding;283,850,000.00;;;;;;;;;;
;;;;;;;;;;;
Ticker;Name;Asset Class;Weight (%);Price;Shares;Market Value;Notional Value;Sector;SEDOL;ISIN;Exchange
CCK;CROWN HOLDINGS INC;Equity;0,03;65,23;241 215,00;15 734 454,45;15 734 454,45;Materials;2427986;US2283681060;New York Stock Exchange Inc.
HEI;HEICO CORP;Equity;0,03;109,49;142 628,00;15 616 339,72;15 616 339,72;Industrials;2419217;US4228061093;New York Stock Exchange Inc.
MTCH;MATCH GROUP INC;Equity;0,03;87,25;177 870,00;15 519 157,50;15 519 157,50;Communication;BYT5JW8;US57665R1068;NASDAQ
TRV;TRAVELERS COMPANIES INC;Equity;0,03;113,33;135 666,00;15 375 027,78;15 375 027,78;Financials;2769503;US89417E1091;New York Stock Exchange Inc.
LECO;LINCOLN ELECTRIC HOLDINGS INC;Equity;0,03;81,79;181 723,00;14 863 124,17;14 863 124,17;Industrials;2516851;US5339001068;NASDAQ
PCTY;PAYLOCITY HOLDING CORP;Equity;0,03;128,06;115 776,00;14 826 274,56;14 826 274,56;Information Technology;BKM4N88;US70438V1061;NASDAQ
ESTC;ELASTIC NV;Equity;0,03;83,49;177 494,00;14 818 974,06;14 818 974,06;Information Technology;BFXCLC6;NL0013056914;New York Stock Exchange Inc.
DT;DYNATRACE INC;Equity;0,03;35,89;406 884,00;14 603 066,76;14 603 066,76;Information Technology;BJV2RD9;US2681501092;New York Stock Exchange Inc.
OKE;ONEOK INC;Equity;0,03;34,09;428 174,00;14 596 451,66;14 596 451,66;Energy;2130109;US6826801036;New York Stock Exchange Inc.
CPB;CAMPBELL SOUP;Equity;0,03;47,07;307 830,00;14 489 558,10;14 489 558,10;Consumer Staples;2162845;US1344291091;New York Stock Exchange Inc.
DBX;DROPBOX INC CLASS A;Equity;0,03;21,03;683 590,00;14 375 897,70;14 375 897,70;Information Technology;BG0T321;US26210C1045;NASDAQ
FTV;FORTIVE CORP;Equity;0,03;63,65;218 109,00;13 882 637,85;13 882 637,85;Industrials;BYT3MK1;US34959J1088;New York Stock Exchange Inc.
BWXT;BWX TECHNOLOGIES INC;Equity;0,03;58,79;234 233,00;13 770 558,07;13 770 558,07;Industrials;BZ0W624;US05605H1005;New York Stock Exchange Inc.
AVTR;AVANTOR INC;Equity;0,03;16,98;798 342,00;13 555 847,16;13 555 847,16;Health Care;BJLT387;US05352A1007;New York Stock Exchange Inc.
BRKR;BRUKER CORP;Equity;0,03;40,66;329 989,00;13 417 352,74;13 417 352,74;Health Care;2616137;US1167941087;NASDAQ
ALSN;ALLISON TRANSMISSION HOLDINGS INC;Equity;0,03;37,31;359 244,00;13 403 393,64;13 403 393,64;Industrials;B4PZ892;US01973R1014;New York Stock Exchange Inc.
MIDD;MIDDLEBY CORP;Equity;0,03;73,36;181 827,00;13 338 828,72;13 338 828,72;Industrials;2590930;US5962781010;NASDAQ
WEN;WENDYS;Equity;0,03;21,74;609 073,00;13 241 247,02;13 241 247,02;Consumer Discretionary;B3NXMJ9;US95058W1009;NASDAQ
SMAR;SMARTSHEET INC CLASS A;Equity;0,03;46,37;283 696,00;13 154 983,52;13 154 983,52;Information Technology;BFZND98;US83200N1037;New York Stock Exchange Inc.
XPO;XPO LOGISTICS INC;Equity;0,03;74,84;175 446,00;13 130 378,64;13 130 378,64;Industrials;B6Z1355;US9837931008;New York Stock Exchange Inc.
NTNX;NUTANIX INC CLASS A;Equity;0,02;22,52;575 568,00;12 961 791,36;12 961 791,36;Information Technology;BYQBFT8;US67059N1081;NASDAQ
CACC;CREDIT ACCEPTANCE CORP;Equity;0,02;438,60;29 321,00;12 860 190,60;12 860 190,60;Financials;2232050;US2253101016;NASDAQ
SYF;SYNCHRONY FINANCIAL;Equity;0,02;23,77;540 638,00;12 850 965,26;12 850 965,26;Financials;BP96PS6;US87165B1035;New York Stock Exchange Inc.
PLAN;ANAPLAN INC;Equity;0,02;44,81;281 350,00;12 607 293,50;12 607 293,50;Information Technology;BD9PLW5;US03272L1089;New York Stock Exchange Inc.
MLM;MARTIN MARIETTA MATERIALS INC;Equity;0,02;197,05;63 255,00;12 464 397,75;12 464 397,75;Materials;2572079;US5732841060;New York Stock Exchange Inc.
AJG;ARTHUR J GALLAGHER;Equity;0,02;95,32;130 571,00;12 446 027,72;12 446 027,72;Financials;2359506;US3635761097;New York Stock Exchange Inc.
LSTR;LANDSTAR SYSTEM INC;Equity;0,02;106,67;115 676,00;12 339 158,92;12 339 158,92;Industrials;2503994;US5150981018;NASDAQ
PSTG;PURE STORAGE INC CLASS A;Equity;0,02;15,99;770 731,00;12 323 988,69;12 323 988,69;Information Technology;BYZ62T3;US74624M1027;New York Stock Exchange Inc.
COR;CORESITE REALTY REIT CORP;Equity;0,02;119,35;102 592,00;12 244 355,20;12 244 355,20;Real Estate;B3T3VV8;US21870Q1058;New York Stock Exchange Inc.
HUBB;HUBBELL INC;Equity;0,02;124,76;95 520,00;11 917 075,20;11 917 075,20;Industrials;BDFG6S3;US4435106079;New York Stock Exchange Inc.
BBY;BEST BUY INC;Equity;0,02;77,76;152 996,00;11 896 968,96;11 896 968,96;Consumer Discretionary;2094670;US0865161014;New York Stock Exchange Inc.
AWI;ARMSTRONG WORLD INDUSTRIES INC;Equity;0,02;75,87;156 768,00;11 893 988,16;11 893 988,16;Industrials;B1FT462;US04247X1028;New York Stock Exchange Inc.
FND;FLOOR DECOR HOLDINGS INC CLASS A;Equity;0,02;52,37;224 260,00;11 744 496,20;11 744 496,20;Consumer Discretionary;BYQHP96;US3397501012;New York Stock Exchange Inc.
GH;GUARDANT HEALTH INC;Equity;0,02;77,09;152 223,00;11 734 871,07;11 734 871,07;Health Care;BFXC911;US40131M1099;NASDAQ
PEGA;PEGASYSTEMS INC;Equity;0,02;92,74;123 724,00;11 474 163,76;11 474 163,76;Information Technology;2675860;US7055731035;NASDAQ
DAL;DELTA AIR LINES INC;Equity;0,02;30,43;376 570,00;11 459 025,10;11 459 025,10;Industrials;B1W9D46;US2473617023;New York Stock Exchange Inc.
WWD;WOODWARD INC;Equity;0,02;76,67;148 290,00;11 369 394,30;11 369 394,30;Industrials;2948089;US9807451037;NASDAQ
NEWR;NEW RELIC INC;Equity;0,02;68,66;165 194,00;11 342 220,04;11 342 220,04;Information Technology;BT6T3N7;US64829B1008;New York Stock Exchange Inc.
PRI;PRIMERICA INC;Equity;0,02;114,41;98 957,00;11 321 670,37;11 321 670,37;Financials;B50K3X8;US74164M1080;New York Stock Exchange Inc.
SEIC;SEI INVESTMENTS;Equity;0,02;56,29;199 278,00;11 217 358,62;11 217 358,62;Financials;2793610;US7841171033;NASDAQ
RNR;RENAISSANCERE HOLDING LTD;Equity;0,02;183,46;59 837,00;10 977 696,02;10 977 696,02;Financials;2728429;BMG7496G1033;New York Stock Exchange Inc.
EMR;EMERSON ELECTRIC;Equity;0,02;61,35;176 935,00;10 854 962,25;10 854 962,25;Industrials;2313405;US2910111044;New York Stock Exchange Inc.
FRC;FIRST REPUBLIC BANK;Equity;0,02;106,70;101 421,00;10 821 620,70;10 821 620,70;Financials;B4WHY15;US33616C1009;New York Stock Exchange Inc.
UBER;UBER TECHNOLOGIES INC;Equity;0,02;32,24;335 599,00;10 819 711,76;10 819 711,76;Industrials;BK6N347;US90353T1007;New York Stock Exchange Inc.
HXL;HEXCEL CORP;Equity;0,02;42,65;252 940,00;10 787 891,00;10 787 891,00;Industrials;2416779;US4282911084;New York Stock Exchange Inc.
HRC;HILL ROM HOLDINGS INC;Equity;0,02;95,73;111 298,00;10 654 557,54;10 654 557,54;Health Care;2425924;US4314751029;New York Stock Exchange Inc.
EHC;ENCOMPASS HEALTH CORP;Equity;0,02;66,00;158 924,00;10 488 984,00;10 488 984,00;Health Care;BYX2YJ7;US29261A1007;New York Stock Exchange Inc.
HBI;HANESBRANDS INC;Equity;0,02;11,72;886 807,00;10 393 378,04;10 393 378,04;Consumer Discretionary;B1BJSL9;US4103451021;New York Stock Exchange Inc.
WAB;WESTINGHOUSE AIR BRAKE TECHNOLOGIE;Equity;0,02;60,89;165 642,00;10 085 941,38;10 085 941,38;Industrials;2955733;US9297401088;New York Stock Exchange Inc.
SUI;SUN COMMUNITIES REIT INC;Equity;0,02;138,43;72 313,00;10 010 288,59;10 010 288,59;Real Estate;2860257;US8666741041;New York Stock Exchange Inc.
TGT;TARGET CORP;Equity;0,02;116,90;85 479,00;9 992 495,10;9 992 495,10;Consumer Discretionary;2259101;US87612E1064;New York Stock Exchange Inc.
AMH;AMERICAN HOMES RENT REIT CLASS A;Equity;0,02;27,15;357 523,00;9 706 749,45;9 706 749,45;Real Estate;BCF5RR9;US02665T3068;New York Stock Exchange Inc.
TPX;TEMPUR SEALY INTERNATIONAL INC;Equity;0,02;65,30;148 525,00;9 698 682,50;9 698 682,50;Consumer Discretionary;2216991;US88023U1016;New York Stock Exchange Inc.
JBHT;JB HUNT TRANSPORT SERVICES INC;Equity;0,02;114,10;84 011,00;9 585 655,10;9 585 655,10;Industrials;2445416;US4456581077;NASDAQ
ATVI;ACTIVISION BLIZZARD INC;Equity;0,02;71,68;133 085,00;9 539 532,80;9 539 532,80;Communication;2575818;US00507V1098;NASDAQ
NXST;NEXSTAR MEDIA GROUP INC CLASS A;Equity;0,02;83,30;113 645,00;9 466 628,50;9 466 628,50;Communication;2949758;US65336K1034;NASDAQ
GRA;WR GRACE;Equity;0,02;50,45;187 551,00;9 461 947,95;9 461 947,95;Materials;2232685;US38388F1084;New York Stock Exchange Inc.
MCK;MCKESSON CORP;Equity;0,02;148,25;63 344,00;9 390 748,00;9 390 748,00;Health Care;2378534;US58155Q1031;New York Stock Exchange Inc.
ERIE;ERIE INDEMNITY CLASS A;Equity;0,02;177,74;52 773,00;9 379 873,02;9 379 873,02;Financials;2311711;US29530P1021;NASDAQ
SBNY;SIGNATURE BANK;Equity;0,02;107,88;86 657,00;9 348 557,16;9 348 557,16;Financials;B00JQL9;US82669G1040;NASDAQ
MORN;MORNINGSTAR INC;Equity;0,02;144,46;63 159,00;9 123 949,14;9 123 949,14;Financials;B081VR8;US6177001095;NASDAQ
ATR;APTARGROUP INC;Equity;0,02;105,36;85 064,00;8 962 343,04;8 962 343,04;Materials;2045247;US0383361039;New York Stock Exchange Inc.
AMP;AMERIPRISE FINANCE INC;Equity;0,02;146,64;59 706,00;8 755 287,84;8 755 287,84;Financials;B0J7D57;US03076C1062;New York Stock Exchange Inc.
CBOE;CBOE GLOBAL MARKETS INC;Equity;0,02;99,90;86 946,00;8 685 905,40;8 685 905,40;Financials;B5834C5;US12503M1080;Cboe BZX formerly known as BATS
EXEL;EXELIXIS INC;Equity;0,02;22,39;387 293,00;8 671 490,27;8 671 490,27;Health Care;2576941;US30161Q1040;NASDAQ
BFA;BROWN FORMAN CORP CLASS A;Equity;0,02;59,20;144 213,00;8 537 409,60;8 537 409,60;Consumer Staples;2146816;US1156371007;New York Stock Exchange Inc.
SPR;SPIRIT AEROSYSTEMS INC CLASS A;Equity;0,02;28,18;300 271,00;8 461 636,78;8 461 636,78;Industrials;B1HMMS7;US8485741099;New York Stock Exchange Inc.
NEU;NEWMARKET CORP;Equity;0,02;394,68;21 345,00;8 424 444,60;8 424 444,60;Materials;B01CGF1;US6515871076;New York Stock Exchange Inc.
RE;EVEREST RE GROUP LTD;Equity;0,02;214,95;38 981,00;8 378 965,95;8 378 965,95;Financials;2556868;BMG3223R1088;New York Stock Exchange Inc.
ST;SENSATA TECHNOLOGIES HOLDING PLC;Equity;0,02;37,06;224 531,00;8 321 118,86;8 321 118,86;Industrials;BFMBMT8;GB00BFMBMT84;New York Stock Exchange Inc.
A;AGILENT TECHNOLOGIES INC;Equity;0,02;86,11;96 242,00;8 287 398,62;8 287 398,62;Health Care;2520153;US00846U1016;New York Stock Exchange Inc.
FBHS;FORTUNE BRANDS HOME AND SECURITY I;Equity;0,02;58,40;140 767,00;8 220 792,80;8 220 792,80;Industrials;B3MC7D6;US34964C1062;New York Stock Exchange Inc.
GD;GENERAL DYNAMICS CORP;Equity;0,02;149,20;54 354,00;8 109 616,80;8 109 616,80;Industrials;2365161;US3695501086;New York Stock Exchange Inc.
POST;POST HOLDINGS INC;Equity;0,02;85,94;93 090,00;8 000 154,60;8 000 154,60;Consumer Staples;B6T0518;US7374461041;New York Stock Exchange Inc.
TDC;TERADATA CORP;Equity;0,01;21,15;369 893,00;7 823 236,95;7 823 236,95;Information Technology;B247H10;US88076W1036;New York Stock Exchange Inc.
SCI;SERVICE;Equity;0,01;38,13;204 842,00;7 810 625,46;7 810 625,46;Consumer Discretionary;2797560;US8175651046;New York Stock Exchange Inc.
RGLD;ROYAL GOLD INC;Equity;0,01;120,35;64 859,00;7 805 780,65;7 805 780,65;Materials;2755706;US7802871084;NASDAQ
LW;LAMB WESTON HOLDINGS INC;Equity;0,01;64,97;119 238,00;7 746 892,86;7 746 892,86;Consumer Staples;BDQZFJ3;US5132721045;New York Stock Exchange Inc.
NCR;NCR CORP;Equity;0,01;18,55;416 958,00;7 734 570,90;7 734 570,90;Information Technology;2632650;US62886E1082;New York Stock Exchange Inc.
FEYE;FIREEYE INC;Equity;0,01;12,19;633 547,00;7 722 937,93;7 722 937,93;Information Technology;BD4R405;US31816Q1013;NASDAQ
UAL;UNITED AIRLINES HOLDINGS INC;Equity;0,01;39,66;193 319,00;7 667 031,54;7 667 031,54;Industrials;B4QG225;US9100471096;NASDAQ
MSFUT;CASH COLLATERAL MSFUT USD;Cash Collateral and Margins;0,01;100,00;7 639 840,00;7 639 840,00;7 639 840,00;Cash and/or Derivatives;--;--;--
CTSH;COGNIZANT TECHNOLOGY SOLUTIONS COR;Equity;0,01;54,80;138 351,00;7 581 634,80;7 581 634,80;Information Technology;2257019;US1924461023;NASDAQ
PKI;PERKINELMER INC;Equity;0,01;97,14;77 331,00;7 511 933,34;7 511 933,34;Health Care;2305844;US7140461093;New York Stock Exchange Inc.
AAP;ADVANCE AUTO PARTS INC;Equity;0,01;135,73;54 223,00;7 359 687,79;7 359 687,79;Consumer Discretionary;2822019;US00751Y1064;New York Stock Exchange Inc.
EXP;EAGLE MATERIALS INC;Equity;0,01;66,54;109 424,00;7 281 072,96;7 281 072,96;Materials;2191399;US26969P1084;New York Stock Exchange Inc.
MAT;MATTEL INC;Equity;0,01;9,62;753 835,00;7 251 892,70;7 251 892,70;Consumer Discretionary;2572303;US5770811025;NASDAQ
RJF;RAYMOND JAMES INC;Equity;0,01;71,60;99 173,00;7 100 786,80;7 100 786,80;Financials;2718992;US7547301090;New York Stock Exchange Inc.
ALK;ALASKA AIR GROUP INC;Equity;0,01;38,47;181 517,00;6 982 958,99;6 982 958,99;Industrials;2012605;US0116591092;New York Stock Exchange Inc.
SCCO;SOUTHERN COPPER CORP;Equity;0,01;37,02;188 253,00;6 969 126,06;6 969 126,06;Materials;2823777;US84265V1052;New York Stock Exchange Inc.
BERY;BERRY GLOBAL GROUP INC;Equity;0,01;43,19;159 785,00;6 901 114,15;6 901 114,15;Materials;B8BR3H3;US08579W1036;New York Stock Exchange Inc.
WU;WESTERN UNION;Equity;0,01;22,52;301 486,00;6 789 464,72;6 789 464,72;Information Technology;B1F76F9;US9598021098;New York Stock Exchange Inc.
TREE;LENDINGTREE INC;Equity;0,01;271,62;24 618,00;6 686 741,16;6 686 741,16;Financials;BV8TD84;US52603B1070;NASDAQ
ADPT;ADAPTIVE BIOTECHNOLOGIES CORP;Equity;0,01;42,71;155 206,00;6 628 848,26;6 628 848,26;Health Care;BJ5FZ74;US00650F1093;NASDAQ
NVST;ENVISTA HOLDINGS CORP;Equity;0,01;19,54;329 010,00;6 428 855,40;6 428 855,40;Health Care;BK63SF3;US29415F1049;New York Stock Exchange Inc.
ETFC;E TRADE FINANCIAL CORP;Equity;0,01;47,68;131 888,00;6 288 419,84;6 288 419,84;Financials;2299011;US2692464017;NASDAQ
WWE;WORLD WRESTLING ENTERTAINMENT INC;Equity;0,01;44,47;140 031,00;6 227 178,57;6 227 178,57;Communication;2503529;US98156Q1085;New York Stock Exchange Inc.
PE;PARSLEY ENERGY INC CLASS A;Equity;0,01;10,93;560 598,00;6 127 336,14;6 127 336,14;Energy;BMMV736;US7018771029;New York Stock Exchange Inc.
COO;COOPER INC;Equity;0,01;288,40;21 202,00;6 114 656,80;6 114 656,80;Health Care;2222631;US2166484020;New York Stock Exchange Inc.
JWN;NORDSTROM INC;Equity;0,01;17,63;341 203,00;6 015 408,89;6 015 408,89;Consumer Discretionary;2641827;US6556641008;New York Stock Exchange Inc.
TRIP;TRIPADVISOR INC;Equity;0,01;20,41;294 322,00;6 007 112,02;6 007 112,02;Communication;B6ZC3N6;US8969452015;NASDAQ
TRMB;TRIMBLE INC;Equity;0,01;41,13;144 406,00;5 939 418,78;5 939 418,78;Information Technology;2903958;US8962391004;NASDAQ
KAR;KAR AUCTION SERVICES INC;Equity;0,01;14,75;396 937,00;5 854 820,75;5 854 820,75;Industrials;B4Y1MH7;US48238T1097;New York Stock Exchange Inc.
SAGE;SAGE THERAPEUTICS INC;Equity;0,01;36,21;157 799,00;5 713 901,79;5 713 901,79;Health Care;BP4GNK9;US78667J1088;NASDAQ
ZNGA;ZYNGA INC CLASS A;Equity;0,01;9,11;614 386,00;5 597 056,46;5 597 056,46;Communication;B79PX49;US98986T1088;NASDAQ
ATH;ATHENE HOLDING LTD CLASS A;Equity;0,01;31,00;177 822,00;5 512 482,00;5 512 482,00;Financials;BZ13MZ1;BMG0684D1074;New York Stock Exchange Inc.
CRI;CARTERS INC;Equity;0,01;84,21;64 322,00;5 416 555,62;5 416 555,62;Consumer Discretionary;2980939;US1462291097;New York Stock Exchange Inc.
FANG;DIAMONDBACK ENERGY INC;Equity;0,01;46,96;109 017,00;5 119 438,32;5 119 438,32;Energy;B7Y8YR3;US25278X1090;NASDAQ
UI;UBIQUITI INC;Equity;0,01;170,23;30 066,00;5 118 135,18;5 118 135,18;Information Technology;BK9Z6V8;US90353W1036;New York Stock Exchange Inc.
ACGL;ARCH CAPITAL GROUP LTD;Equity;0,01;30,61;165 078,00;5 053 037,58;5 053 037,58;Financials;2740542;BMG0450A1053;NASDAQ
RPM;RPM INTERNATIONAL INC;Equity;0,01;73,39;68 455,00;5 023 912,45;5 023 912,45;Materials;2756174;US7496851038;New York Stock Exchange Inc.
COLM;COLUMBIA SPORTSWEAR;Equity;0,01;79,88;62 417,00;4 985 869,96;4 985 869,96;Consumer Discretionary;2229126;US1985161066;NASDAQ
SKX;SKECHERS USA INC CLASS A;Equity;0,01;31,82;154 718,00;4 923 126,76;4 923 126,76;Consumer Discretionary;2428042;US8305661055;New York Stock Exchange Inc.
CASY;CASEYS GENERAL STORES INC;Equity;0,01;151,28;32 166,00;4 866 072,48;4 866 072,48;Consumer Staples;2179414;US1475281036;NASDAQ
AXTA;AXALTA COATING SYSTEMS LTD;Equity;0,01;22,19;213 544,00;4 738 541,36;4 738 541,36;Materials;BSFWCF5;BMG0750C1082;New York Stock Exchange Inc.
MDLA;MEDALLIA INC;Equity;0,01;26,01;180 720,00;4 700 527,20;4 700 527,20;Information Technology;BJDX8X7;US5840211099;New York Stock Exchange Inc.
APTV;APTIV PLC;Equity;0,01;75,66;56 653,00;4 286 365,98;4 286 365,98;Consumer Discretionary;B783TY6;JE00B783TY65;New York Stock Exchange Inc.
SFM;SPROUTS FARMERS MARKET INC;Equity;0,01;23,01;180 585,00;4 155 260,85;4 155 260,85;Consumer Staples;BCGCR79;US85208M1027;NASDAQ
HPQ;HP INC;Equity;0,01;16,28;248 261,00;4 041 689,08;4 041 689,08;Information Technology;BYX4D52;US40434L1052;New York Stock Exchange Inc.
NYT;NEW YORK TIMES CLASS A;Equity;0,01;40,56;99 585,00;4 039 167,60;4 039 167,60;Communication;2632003;US6501111073;New York Stock Exchange Inc.
SBGI;SINCLAIR BROADCAST GROUP INC CLASS;Equity;0,01;19,29;206 687,00;3 986 992,23;3 986 992,23;Communication;2799351;US8292261091;NASDAQ
WH;WYNDHAM HOTELS RESORTS INC;Equity;0,01;44,87;86 380,00;3 875 870,60;3 875 870,60;Consumer Discretionary;BF108P4;US98311A1051;New York Stock Exchange Inc.
PWR;QUANTA SERVICES INC;Equity;0,01;37,05;103 553,00;3 836 638,65;3 836 638,65;Industrials;2150204;US74762E1029;New York Stock Exchange Inc.
AMCX;AMC NETWORKS CLASS A INC;Equity;0,01;27,89;135 255,00;3 772 261,95;3 772 261,95;Communication;B4MG4Z6;US00164V1035;NASDAQ
WSM;WILLIAMS SONOMA INC;Equity;0,01;80,20;46 160,00;3 702 032,00;3 702 032,00;Consumer Discretionary;2967589;US9699041011;New York Stock Exchange Inc.
SWKS;SKYWORKS SOLUTIONS INC;Equity;0,01;126,91;29 111,00;3 694 477,01;3 694 477,01;Information Technology;2961053;US83088M1027;NASDAQ
PS;PLURALSIGHT INC CLASS A;Equity;0,01;17,95;204 328,00;3 667 687,60;3 667 687,60;Information Technology;BFZCT75;US72941B1061;NASDAQ
LAZ;LAZARD LTD CLASS A;Equity;0,01;28,52;128 585,00;3 667 244,20;3 667 244,20;Financials;B081VQ7;BMG540501027;New York Stock Exchange Inc.
LKQ;LKQ CORP;Equity;0,01;25,89;141 253,00;3 656 333,91;3 656 333,91;Consumer Discretionary;2971029;US5018892084;NASDAQ
CHH;CHOICE HOTELS INTERNATIONAL INC;Equity;0,01;83,00;44 049,00;3 656 067,00;3 656 067,00;Consumer Discretionary;2106780;US1699051066;New York Stock Exchange Inc.
UAA;UNDER ARMOUR INC CLASS A;Equity;0,01;9,70;374 586,00;3 633 484,20;3 633 484,20;Consumer Discretionary;B0PZN11;US9043111072;New York Stock Exchange Inc.
RSG;REPUBLIC SERVICES INC;Equity;0,01;81,73;43 436,00;3 550 024,28;3 550 024,28;Industrials;2262530;US7607591002;New York Stock Exchange Inc.
HSIC;HENRY SCHEIN INC;Equity;0,01;56,63;61 157,00;3 463 320,91;3 463 320,91;Health Care;2416962;US8064071025;NASDAQ
CHNG;CHANGE HEALTHCARE INC;Equity;0,01;10,59;320 078,00;3 389 626,02;3 389 626,02;Health Care;BK5CVS5;US15912K1007;NASDAQ
NCLH;NORWEGIAN CRUISE LINE HOLDINGS LTD;Equity;0,01;20,50;165 465,00;3 392 032,50;3 392 032,50;Consumer Discretionary;B9CGTC3;BMG667211046;New York Stock Exchange Inc.
AOS;A O SMITH CORP;Equity;0,01;46,95;71 847,00;3 373 216,65;3 373 216,65;Industrials;2816023;US8318652091;New York Stock Exchange Inc.
PPD;PPD INC;Equity;0,01;25,65;131 119,00;3 363 202,35;3 363 202,35;Health Care;BL9BT47;US69355F1021;NASDAQ
PD;PAGERDUTY INC;Equity;0,01;24,77;135 482,00;3 355 889,14;3 355 889,14;Information Technology;BJ7JPH4;US69553P1003;New York Stock Exchange Inc.
MKL;MARKEL CORP;Equity;0,01;949,95;3 528,00;3 351 423,60;3 351 423,60;Financials;2566436;US5705351048;New York Stock Exchange Inc.
CPRI;CAPRI HOLDINGS LTD;Equity;0,01;17,21;193 945,00;3 337 793,45;3 337 793,45;Consumer Discretionary;BJ1N1M9;VGG1890L1076;New York Stock Exchange Inc.
ICUI;ICU MEDICAL INC;Equity;0,01;178,06;18 658,00;3 322 243,48;3 322 243,48;Health Care;2451918;US44930G1076;NASDAQ
UA;UNDER ARMOUR INC CLASS C;Equity;0,01;8,68;382 016,00;3 315 898,88;3 315 898,88;Consumer Discretionary;BDF9YM2;US9043112062;New York Stock Exchange Inc.
SWCH;SWITCH INC CLASS A;Equity;0,01;17,06;187 684,00;3 201 889,04;3 201 889,04;Information Technology;BF2YWK8;US87105L1044;New York Stock Exchange Inc.
JBL;JABIL INC;Equity;0,01;30,80;103 180,00;3 177 944,00;3 177 944,00;Information Technology;2471789;US4663131039;New York Stock Exchange Inc.
LH;LABORATORY CORPORATION OF AMERICA;Equity;0,01;167,73;18 901,00;3 170 264,73;3 170 264,73;Health Care;2586122;US50540R4092;New York Stock Exchange Inc.
HZNP;HORIZON THERAPEUTICS PUBLIC PLC;Equity;0,01;46,07;68 668,00;3 163 534,76;3 163 534,76;Health Care;BQPVQZ6;IE00BQPVQZ61;NASDAQ
ESI;ELEMENT SOLUTIONS INC;Equity;0,01;10,52;297 979,00;3 134 739,08;3 134 739,08;Materials;BJ1C2K1;US28618M1062;New York Stock Exchange Inc.
FOXA;FOX CORP CLASS A;Equity;0,01;28,29;109 092,00;3 086 212,68;3 086 212,68;Communication;BJJMGL2;US35137L1052;NASDAQ
AYI;ACUITY BRANDS INC;Equity;0,01;97,70;31 591,00;3 086 440,70;3 086 440,70;Industrials;2818461;US00508Y1029;New York Stock Exchange Inc.
EVR;EVERCORE INC CLASS A;Equity;0,01;58,38;50 135,00;2 926 881,30;2 926 881,30;Financials;B1BHXZ2;US29977A1051;New York Stock Exchange Inc.
CMD;CANTEL MEDICAL CORP;Equity;0,01;41,51;70 302,00;2 918 236,02;2 918 236,02;Health Care;2188153;US1380981084;New York Stock Exchange Inc.
IRM;IRON MOUNTAIN INC;Equity;0,01;27,82;102 558,00;2 853 163,56;2 853 163,56;Real Estate;BVFTF03;US46284V1017;New York Stock Exchange Inc.
IBKR;INTERACTIVE BROKERS GROUP INC CLAS;Equity;0,00;41,54;62 667,00;2 603 187,18;2 603 187,18;Financials;B1WT4X2;US45841N1072;NASDAQ
SIVB;SVB FINANCIAL GROUP;Equity;0,00;208,53;12 439,00;2 593 904,67;2 593 904,67;Financials;2808053;US78486Q1013;NASDAQ
MGM;MGM RESORTS INTERNATIONAL;Equity;0,00;19,17;133 951,00;2 567 840,67;2 567 840,67;Consumer Discretionary;2547419;US5529531015;New York Stock Exchange Inc.
LYFT;LYFT INC CLASS A;Equity;0,00;36,89;68 953,00;2 543 676,17;2 543 676,17;Industrials;BJT1RW7;US55087P1049;NASDAQ
BPYU;BROOKFIELD PROPERTY REIT INC CLASS;Equity;0,00;11,78;207 945,00;2 449 592,10;2 449 592,10;Real Estate;BGHFKV0;US11282X1037;NASDAQ
AAL;AMERICAN AIRLINES GROUP INC;Equity;0,00;16,74;146 101,00;2 445 730,74;2 445 730,74;Industrials;BCV7KT2;US02376R1023;NASDAQ
Y;ALLEGHANY CORP;Equity;0,00;504,28;4 767,00;2 403 902,76;2 403 902,76;Financials;2016801;US0171751003;New York Stock Exchange Inc.
KMPR;KEMPER CORP;Equity;0,00;65,73;36 457,00;2 396 318,61;2 396 318,61;Financials;B52KRV2;US4884011002;New York Stock Exchange Inc.
HLF;HERBALIFE NUTRITION LTD;Equity;0,00;43,24;54 979,00;2 377 291,96;2 377 291,96;Consumer Staples;B0539H3;KYG4412G1010;New York Stock Exchange Inc.
STE;STERIS;Equity;0,00;151,82;15 633,00;2 373 402,06;2 373 402,06;Health Care;BFY8C75;IE00BFY8C754;New York Stock Exchange Inc.
FLS;FLOWSERVE CORP;Equity;0,00;28,00;81 926,00;2 293 928,00;2 293 928,00;Industrials;2288406;US34354P1057;New York Stock Exchange Inc.
TWOU;2U INC;Equity;0,00;32,83;67 098,00;2 202 827,34;2 202 827,34;Information Technology;BKWBZZ0;US90214J1016;NASDAQ
NLSN;NIELSEN HOLDINGS PLC;Equity;0,00;15,12;141 866,00;2 145 013,92;2 145 013,92;Industrials;BWFY550;GB00BWFY5505;New York Stock Exchange Inc.
